pid,stad,size,sum,own_base,shrunk,edge_pp,stat,name,role,team,last_season
00-0028118,MetLife Stadium,6,4,0.5384615384615384,0.5680473372781065,3.0,pass_yards,T.Taylor,QB,NYJ,2025
00-0032054,MetLife Stadium,6,3,0.375,0.40384615384615385,2.9,rec_yards,B.Perriman,WR,TB,2022
00-0039918,Soldier Field,13,7,0.4642857142857143,0.49350649350649345,2.9,pass_yards,C.Williams,QB,CHI,2025
00-0040669,Ford Field,5,3,0.45454545454545453,0.4836363636363636,2.9,rec_yards,I.TeSlaa,WR,DET,2025
00-0033932,MetLife Stadium,6,3,0.375,0.40384615384615385,2.9,rec_yards,K.Golladay,WR,NYG,2022
00-0034798,New Era Field,4,3,0.5769230769230769,0.6057692307692307,2.9,rec_yards,D.Smythe,TE,CHI,2025
00-0035676,Nissan Stadium,11,6,0.4647887323943662,0.4934120854157201,2.9,rec_yards,A.Brown,WR,PHI,2025
00-0030578,Mercedes-Benz Stadium,15,6,0.3333333333333333,0.3619047619047619,2.9,rush_yards,C.Patterson,RB,PIT,2024
00-0030564,State Farm Stadium,13,6,0.3880597014925373,0.41700587969244685,2.9,rec_yards,D.Hopkins,WR,BAL,2025
00-0034753,FirstEnergy Stadium,5,3,0.4583333333333333,0.48666666666666664,2.8,rec_yards,M.Andrews,TE,BAL,2025
00-0039919,Soldier Field,10,3,0.21739130434782608,0.24492753623188404,2.8,rec_yards,R.Odunze,WR,CHI,2025
00-0036973,TIAA Bank Stadium,24,11,0.4074074074074074,0.4351851851851851,2.8,rush_yards,T.Etienne,RB,JAX,2025
00-0031428,Acrisure Stadium,6,4,0.5454545454545454,0.5734265734265734,2.8,rec_yards,A.Robinson,WR,DET,2024
00-0031236,AT&T Stadium,10,5,0.4153846153846154,0.4435897435897436,2.8,rec_yards,B.Cooks,WR,BUF,2025
00-0033854,NRG Stadium,16,9,0.5,0.5277777777777778,2.8,rush_yards,D.Ogunbowale,RB,HOU,2025
00-0038938,MetLife Stadium,10,4,0.3157894736842105,0.34385964912280703,2.8,rec_yards,J.Hyatt,WR,NYG,2025
00-0034279,Lambeau Field,7,4,0.46153846153846156,0.4900284900284901,2.8,rec_yards,E.St. Brown,WR,CHI,2023
00-0033891,TIAA Bank Stadium,9,5,0.4666666666666667,0.4942528735632184,2.8,rec_yards,Z.Jones,WR,ARI,2025
00-0030513,M&T Bank Stadium,7,4,0.4666666666666667,0.4938271604938272,2.7,rush_yards,L.Murray,RB,BUF,2023
00-0036427,MetLife Stadium,6,3,0.38235294117647056,0.4095022624434389,2.7,rec_yards,T.Johnson,WR,NYJ,2025
00-0031045,Lumen Field,5,3,0.4666666666666667,0.49333333333333335,2.7,rush_yards,C.Hyde,RB,JAX,2021
00-0030108,MetLife Stadium,8,5,0.5294117647058824,0.5567226890756303,2.7,rec_yards,R.Griffin,TE,CHI,2022
00-0030513,New Era Field,7,4,0.4666666666666667,0.4938271604938272,2.7,rush_yards,L.Murray,RB,BUF,2023
00-0039915,SoFi Stadium,14,9,0.5769230769230769,0.6040723981900452,2.7,rec_yards,L.McConkey,WR,LAC,2025
00-0033090,Gillette Stadium,31,16,0.47297297297297297,0.49920508744038156,2.6,rec_yards,H.Henry,TE,NE,2025
00-0038933,New Era Field,15,7,0.40625,0.43214285714285716,2.6,rec_yards,D.Kincaid,TE,BUF,2025
00-0030564,GEHA Field at Arrowhead Stadium,6,3,0.3880597014925373,0.4138920780711825,2.6,rec_yards,D.Hopkins,WR,BAL,2025
00-0033251,Lincoln Financial Field,4,2,0.34146341463414637,0.36788617886178865,2.6,rec_yards,Z.Pascal,WR,ARI,2023
00-0036365,Allegiant Stadium,9,3,0.25,0.27586206896551724,2.6,rec_yards,B.Edwards,WR,ATL,2022
00-0026498,Ford Field,7,4,0.4722222222222222,0.49794238683127573,2.6,pass_yards,M.Stafford,QB,LA,2025
00-0034348,Allegiant Stadium,5,3,0.4696969696969697,0.4957575757575758,2.6,rec_yards,C.Sutton,WR,DEN,2025
00-0034348,SoFi Stadium,5,3,0.4696969696969697,0.4957575757575758,2.6,rec_yards,C.Sutton,WR,DEN,2025
00-0034414,Lincoln Financial Field,19,10,0.4722222222222222,0.49857549857549854,2.6,rush_yards,B.Scott,RB,PHI,2023
00-0029263,Lumen Field,9,5,0.4745762711864407,0.49970777323202803,2.5,pass_yards,R.Wilson,QB,NYG,2025
00-0034521,Lambeau Field,16,7,0.38181818181818183,0.4065656565656566,2.5,rec_yards,A.Lazard,WR,NYJ,2025
00-0040719,TIAA Bank Stadium,7,3,0.3333333333333333,0.35802469135802467,2.5,rush_yards,B.Tuten,RB,JAX,2025
00-0030968,Mercedes-Benz Stadium,7,3,0.3333333333333333,0.35802469135802467,2.5,rush_yards,K.Smith,RB,ATL,2023
00-0032214,MetLife Stadium,4,3,0.6,0.625,2.5,rec_yards,T.Kroft,TE,SF,2022
00-0036912,Lincoln Financial Field,34,16,0.4307692307692308,0.45584045584045585,2.5,rec_yards,D.Smith,WR,PHI,2025
00-0026189,Allegiant Stadium,4,2,0.35294117647058826,0.37745098039215685,2.5,rec_yards,D.Jackson,WR,BAL,2022
00-0036654,FirstEnergy Stadium,7,3,0.3333333333333333,0.35802469135802467,2.5,rush_yards,D.Felton,RB,CLE,2022
00-0033923,GEHA Field at Arrowhead Stadium,13,6,0.39705882352941174,0.42245989304812837,2.5,rush_yards,K.Hunt,RB,KC,2025
00-0040164,FedExField,4,3,0.6,0.625,2.5,rec_yards,J.Lane,WR,WAS,2025
00-0039893,TIAA Bank Stadium,12,8,0.6,0.625,2.5,rec_yards,B.Thomas,WR,JAX,2025
00-0030068,Soldier Field,5,3,0.48148148148148145,0.5051851851851852,2.4,rec_yards,M.Goodwin,WR,CLE,2023
00-0035208,Mercedes-Benz Superdome,4,2,0.3548387096774194,0.3790322580645162,2.4,rec_yards,O.Zaccheaus,WR,CHI,2025
00-0038117,MetLife Stadium,22,12,0.5,0.5238095238095238,2.4,rec_yards,W.Robinson,WR,NYG,2025
00-0038120,MetLife Stadium,23,12,0.4772727272727273,0.5010570824524313,2.4,rush_yards,B.Hall,RB,NYJ,2025
00-0039855,Raymond James Stadium,6,5,0.7272727272727273,0.7517482517482518,2.4,rec_yards,J.McMillan,WR,TB,2025
00-0031868,Soldier Field,4,2,0.35714285714285715,0.38095238095238093,2.4,rec_yards,D.Byrd,WR,ATL,2023
00-0034829,Hard Rock Stadium,22,12,0.5,0.5238095238095238,2.4,rec_yards,M.Gesicki,TE,CIN,2025
00-0033455,Nissan Stadium,13,5,0.3225806451612903,0.3470185728250244,2.4,rec_yards,A.Firkser,TE,DET,2025
00-0034844,MetLife Stadium,18,9,0.45,0.47368421052631576,2.4,rush_yards,S.Barkley,RB,PHI,2025
00-0032241,Mercedes-Benz Stadium,5,1,0.08333333333333333,0.10666666666666666,2.3,rush_yards,T.Gurley,RB,ATL,2020
00-0036387,U.S. Bank Stadium,5,3,0.48717948717948717,0.5097435897435897,2.3,rec_yards,J.Reagor,WR,LAC,2024
00-0033948,Lambeau Field,8,4,0.41818181818181815,0.44155844155844154,2.3,rush_yards,Ja.Williams,RB,NO,2024
00-0032778,Mercedes-Benz Stadium,4,2,0.36363636363636365,0.3863636363636364,2.3,rec_yards,T.Sharpe,WR,ATL,2021
00-0039921,State Farm Stadium,6,3,0.4,0.4230769230769231,2.3,rush_yards,T.Benson,RB,ARI,2025
00-0035864,Empower Field at Mile High,6,3,0.4,0.4230769230769231,2.3,rec_yards,K.Hinton,WR,DEN,2022
00-0040142,Acrisure Stadium,5,2,0.2857142857142857,0.30857142857142855,2.3,rush_yards,K.Johnson,RB,PIT,2025
00-0034988,MetLife Stadium,6,3,0.4,0.4230769230769231,2.3,rec_yards,K.Smith,TE,NYG,2021
00-0033293,Lambeau Field,27,13,0.4411764705882353,0.46433041301627037,2.3,rush_yards,A.Jones,RB,MIN,2025
00-0038543,Lumen Field,19,9,0.42857142857142855,0.4505494505494505,2.2,rec_yards,J.Smith-Njigba,WR,SEA,2025
00-0038115,MetLife Stadium,13,7,0.4838709677419355,0.5053763440860216,2.2,rec_yards,D.Bellinger,TE,NYG,2025
00-0037525,Levi's Stadium,10,4,0.3333333333333333,0.3555555555555555,2.2,rush_yards,J.Mason,RB,MIN,2025
00-0030279,SoFi Stadium,28,14,0.4626865671641791,0.48445273631840796,2.2,rec_yards,K.Allen,WR,LAC,2025
00-0038976,Empower Field at Mile High,20,9,0.40540540540540543,0.4277027027027027,2.2,rec_yards,M.Mims,WR,DEN,2025
00-0033589,Lumen Field,4,2,0.37037037037037035,0.3919753086419753,2.2,rec_yards,D.Moore,WR,CAR,2025
00-0036251,New Era Field,11,5,0.391304347826087,0.4137447405329593,2.2,rush_yards,Z.Moss,RB,CIN,2024
00-0034411,Mercedes-Benz Stadium,11,6,0.48484848484848486,0.5063538611925709,2.2,rec_yards,R.Gage,WR,TB,2022
00-0037741,MetLife Stadium,5,3,0.4888888888888889,0.5111111111111111,2.2,rec_yards,J.Dotson,WR,PHI,2025
00-0030710,Lucas Oil Stadium,4,2,0.375,0.3958333333333333,2.1,rec_yards,T.Burton,TE,IND,2020
00-0033921,Raymond James Stadium,27,14,0.48214285714285715,0.5030395136778115,2.1,rec_yards,C.Godwin,WR,TB,2025
00-0040581,Allegiant Stadium,4,2,0.375,0.3958333333333333,2.1,rec_yards,D.Thornton,WR,LV,2025
00-0034440,Ford Field,4,2,0.375,0.3958333333333333,2.1,rush_yards,J.Jackson,RB,DET,2022
00-0036423,Empower Field at Mile High,8,4,0.42857142857142855,0.4489795918367347,2.0,rec_yards,A.Okwuegbunam,TE,LV,2025
00-0032398,NRG Stadium,10,5,0.4411764705882353,0.4607843137254902,2.0,rec_yards,C.Moore,WR,WAS,2025
00-0032464,Ford Field,26,12,0.4262295081967213,0.44618674269422665,2.0,rec_yards,K.Raymond,WR,DET,2025
00-0022921,State Farm Stadium,5,3,0.5,0.52,2.0,rec_yards,L.Fitzgerald,WR,ARI,2020
00-0032135,Ford Field,5,2,0.3,0.32,2.0,rec_yards,J.James,TE,CHI,2021
00-0033699,FedExField,5,3,0.5,0.52,2.0,rush_yards,A.Ekeler,RB,WAS,2025
00-0034383,AT&T Stadium,21,12,0.5316455696202531,0.5520222290830503,2.0,rec_yards,D.Schultz,TE,HOU,2025
00-0033881,Lincoln Financial Field,5,3,0.5,0.52,2.0,rec_yards,E.Engram,TE,DEN,2025
00-0033725,Lincoln Financial Field,5,3,0.5,0.52,2.0,rush_yards,C.Clement,RB,ARI,2022
00-0040735,Soldier Field,5,3,0.5,0.52,2.0,rec_yards,L.Burden,WR,CHI,2025
00-0040128,Lucas Oil Stadium,7,3,0.35714285714285715,0.37566137566137564,1.9,rec_yards,T.Warren,TE,IND,2025
00-0026143,Lucas Oil Stadium,4,2,0.3888888888888889,0.40740740740740744,1.9,pass_yards,M.Ryan,QB,IND,2022
00-0040705,Nissan Stadium,7,4,0.5,0.5185185185185185,1.9,rec_yards,C.Dike,WR,TEN,2025
00-0040734,Gillette Stadium,7,4,0.5,0.5185185185185185,1.9,rush_yards,T.Henderson,RB,NE,2025
00-0033387,Lumen Field,4,2,0.38461538461538464,0.4038461538461539,1.9,rec_yards,J.Hollister,TE,JAX,2021
00-0038579,Allegiant Stadium,7,5,0.6428571428571429,0.6613756613756614,1.9,pass_yards,A.O'Connell,QB,LV,2025
00-0036637,Empower Field at Mile High,4,2,0.3888888888888889,0.40740740740740744,1.9,rec_yards,N.Gray,TE,KC,2025
00-0040162,FirstEnergy Stadium,6,4,0.5833333333333334,0.6025641025641026,1.9,rush_yards,D.Sampson,RB,CLE,2025
00-0036427,Raymond James Stadium,9,4,0.38235294117647056,0.4016227180527383,1.9,rec_yards,T.Johnson,WR,NYJ,2025
00-0036919,MetLife Stadium,6,3,0.417910447761194,0.4368541905855338,1.9,rush_yards,K.Gainwell,RB,PIT,2025
00-0025394,Ford Field,7,2,0.21428571428571427,0.2328042328042328,1.9,rush_yards,A.Peterson,RB,SEA,2021
00-0035341,Paycor Stadium,7,3,0.35714285714285715,0.37566137566137564,1.9,rec_yards,T.Irwin,WR,CIN,2024
00-0040676,Nissan Stadium,7,4,0.5,0.5185185185185185,1.9,pass_yards,C.Ward,QB,TEN,2025
00-0036261,Levi's Stadium,25,15,0.5660377358490566,0.5849056603773585,1.9,rec_yards,B.Aiyuk,WR,SF,2024
00-0035662,M&T Bank Stadium,14,5,0.3103448275862069,0.32961460446247465,1.9,rec_yards,M.Brown,WR,KC,2025
00-0031544,New Era Field,5,3,0.5081967213114754,0.5265573770491803,1.8,rec_yards,A.Cooper,WR,BUF,2024
00-0036849,SoFi Stadium,21,7,0.2972972972972973,0.31575477916941336,1.8,rec_yards,T.Atwell,WR,LA,2025
00-0033955,Nissan Stadium,12,5,0.3695652173913043,0.3872282608695652,1.8,rush_yards,J.McNichols,RB,WAS,2025
00-0039150,Bank of America Stadium,17,8,0.43243243243243246,0.44996347699050404,1.8,pass_yards,B.Young,QB,CAR,2025
00-0036268,TIAA Bank Stadium,11,7,0.5853658536585366,0.6034618410700235,1.8,rec_yards,L.Shenault,WR,SEA,2024
00-0036626,FedExField,18,7,0.35,0.3684210526315789,1.8,rec_yards,D.Brown,WR,JAX,2025
00-0036550,M&T Bank Stadium,24,10,0.3829787234042553,0.4013539651837524,1.8,rec_yards,R.Bateman,WR,BAL,2025
00-0034351,MetLife Stadium,6,3,0.423728813559322,0.44132985658409385,1.8,rec_yards,D.Goedert,TE,PHI,2025
00-0037816,Lambeau Field,24,11,0.425531914893617,0.4434235976789168,1.8,rec_yards,R.Doubs,WR,GB,2025
00-0034960,TIAA Bank Stadium,4,2,0.39436619718309857,0.4119718309859155,1.8,rec_yards,J.Meyers,WR,JAX,2025
00-0036265,Lambeau Field,22,12,0.5102040816326531,0.5286686103012633,1.8,rush_yards,A.Dillon,RB,PHI,2025
00-0038710,FirstEnergy Stadium,4,1,0.14285714285714285,0.1607142857142857,1.8,rec_yards,B.Whiteheart,TE,CLE,2025
00-0034972,Ford Field,4,2,0.39344262295081966,0.41120218579234974,1.8,rush_yards,A.Mattison,RB,LV,2024
00-0036671,FedExField,4,2,0.4,0.4166666666666667,1.7,rec_yards,D.Milne,WR,WAS,2022
00-0032398,Nissan Stadium,8,4,0.4411764705882353,0.45798319327731096,1.7,rec_yards,C.Moore,WR,WAS,2025
00-0034487,Levi's Stadium,5,3,0.5161290322580645,0.5329032258064516,1.7,rec_yards,T.Sherfield,WR,ARI,2025
00-0034646,SoFi Stadium,8,4,0.4411764705882353,0.45798319327731096,1.7,rec_yards,B.Powell,WR,MIN,2024
00-0034407,Mercedes-Benz Stadium,9,5,0.5,0.5172413793103449,1.7,rec_yards,R.McCloud,WR,NYG,2025
00-0034407,Heinz Field,9,5,0.5,0.5172413793103449,1.7,rec_yards,R.McCloud,WR,NYG,2025
00-0036020,Hard Rock Stadium,9,4,0.3888888888888889,0.40613026819923376,1.7,rush_yards,S.Ahmed,RB,MIA,2023
00-0033357,Mercedes-Benz Superdome,21,8,0.34782608695652173,0.3647932131495228,1.7,pass_yards,T.Hill,QB,NO,2025
00-0035710,MetLife Stadium,21,10,0.4423076923076923,0.45966228893058164,1.7,pass_yards,D.Jones,QB,IND,2025
00-0026498,SoFi Stadium,30,15,0.4722222222222222,0.4888888888888889,1.7,pass_yards,M.Stafford,QB,LA,2025
00-0033040,Arrowhead Stadium,6,3,0.4264705882352941,0.4434389140271493,1.7,rec_yards,T.Hill,WR,MIA,2025
00-0038977,NRG Stadium,9,5,0.5,0.5172413793103449,1.7,rec_yards,T.Dell,WR,HOU,2024
00-0034681,State Farm Stadium,10,6,0.5476190476190477,0.5650793650793651,1.7,rush_yards,C.Edmonds,RB,TB,2023
00-0038622,AT&T Stadium,4,2,0.4,0.4166666666666667,1.7,rush_yards,D.Vaughn,RB,DAL,2024
00-0031806,SoFi Stadium,10,4,0.35,0.36666666666666664,1.7,rush_yards,M.Brown,RB,LA,2022
00-0033375,Ford Field,6,3,0.425531914893617,0.44271685761047463,1.7,rec_yards,T.Patrick,WR,JAX,2025
00-0038555,Lincoln Financial Field,4,2,0.4,0.4166666666666667,1.7,rush_yards,T.Bigsby,RB,PHI,2025
00-0033106,Soldier Field,5,3,0.5189873417721519,0.5351898734177215,1.6,pass_yards,J.Goff,QB,DET,2025
00-0035406,Empower Field at Mile High,11,7,0.5925925925925926,0.6081242532855435,1.6,rec_yards,L.Humphrey,WR,DEN,2025
00-0036414,SoFi Stadium,11,6,0.5,0.5161290322580645,1.6,rush_yards,C.Akers,RB,MIN,2025
00-0036244,State Farm Stadium,4,2,0.40425531914893614,0.4202127659574468,1.6,rec_yards,C.Parkinson,TE,LA,2025
00-0036913,GEHA Field at Arrowhead Stadium,8,3,0.3181818181818182,0.3344155844155844,1.6,rec_yards,K.Toney,WR,CLE,2024
00-0034791,NRG Stadium,7,4,0.5098039215686274,0.5257806826434277,1.6,rush_yards,N.Chubb,RB,HOU,2025
00-0034775,NRG Stadium,8,4,0.4426229508196721,0.45901639344262296,1.6,rec_yards,C.Kirk,WR,HOU,2025
00-0034184,M&T Bank Stadium,16,8,0.4634146341463415,0.47967479674796754,1.6,rush_yards,G.Edwards,RB,LAC,2024
00-0030061,FedExField,12,6,0.45614035087719296,0.4725877192982456,1.6,rec_yards,Z.Ertz,TE,WAS,2025
00-0035700,Lambeau Field,13,7,0.5,0.5151515151515151,1.5,rush_yards,J.Jacobs,RB,GB,2025
00-0033288,Levi's Stadium,30,16,0.5081967213114754,0.5232786885245901,1.5,rec_yards,G.Kittle,TE,SF,2025
00-0034367,New Era Field,4,2,0.41025641025641024,0.4252136752136752,1.5,rush_yards,N.Miller-Hines,RB,LAC,2025
00-0036900,Paycor Stadium,25,11,0.4126984126984127,0.4278659611992945,1.5,rec_yards,J.Chase,WR,CIN,2025
00-0037091,Lambeau Field,9,3,0.2857142857142857,0.3004926108374384,1.5,rec_yards,B.Melton,WR,GB,2025
00-0038090,Levi's Stadium,4,2,0.4074074074074074,0.42283950617283944,1.5,rec_yards,S.Moore,WR,SF,2025
00-0038994,U.S. Bank Stadium,17,7,0.3783783783783784,0.39371804236669106,1.5,rec_yards,J.Addison,WR,MIN,2025
00-0038618,NRG Stadium,17,8,0.4375,0.4527027027027027,1.5,rec_yards,X.Hutchinson,WR,HOU,2025
00-0032977,FirstEnergy Stadium,10,6,0.5555555555555556,0.5703703703703703,1.5,rec_yards,R.Higgins,WR,CLE,2021
00-0034297,FedExField,4,2,0.41379310344827586,0.4281609195402299,1.4,rec_yards,B.Pringle,WR,WAS,2023
00-0027793,Raymond James Stadium,4,3,0.6666666666666666,0.6805555555555555,1.4,rec_yards,A.Brown,WR,TB,2021
00-0034353,Soldier Field,7,2,0.23076923076923078,0.24501424501424504,1.4,rec_yards,A.Miller,WR,BAL,2024
00-0035342,Hard Rock Stadium,4,3,0.6666666666666666,0.6805555555555555,1.4,rush_yards,P.Laird,RB,MIA,2021
00-0036364,Mercedes-Benz Superdome,4,3,0.6666666666666666,0.6805555555555555,1.4,rec_yards,L.Bowden,WR,NO,2023
00-0031951,TIAA Bank Stadium,6,3,0.4375,0.4519230769230769,1.4,rec_yards,J.O'Shaughnessy,TE,JAX,2021
00-0036345,Soldier Field,4,2,0.4186046511627907,0.43217054263565896,1.4,rec_yards,K.Osborn,WR,NE,2024
00-0033869,Soldier Field,4,3,0.6666666666666666,0.6805555555555555,1.4,pass_yards,M.Trubisky,QB,BUF,2025
00-0035567,Ford Field,4,2,0.4166666666666667,0.4305555555555556,1.4,rush_yards,C.Reynolds,RB,DET,2025
00-0035537,MetLife Stadium,14,7,0.46551724137931033,0.47971602434077076,1.4,rush_yards,Ty.Johnson,RB,BUF,2025
00-0035215,Mercedes-Benz Superdome,9,4,0.4,0.41379310344827586,1.4,rec_yards,D.Harty,WR,BUF,2023
00-0033897,Paycor Stadium,12,6,0.46153846153846156,0.4759615384615385,1.4,rush_yards,J.Mixon,RB,HOU,2024
00-0032775,Arrowhead Stadium,6,3,0.4393939393939394,0.45337995337995335,1.4,rec_yards,D.Robinson,WR,SF,2025
00-0036252,Nissan Stadium,4,2,0.4155844155844156,0.4296536796536797,1.4,rec_yards,M.Pittman,WR,IND,2025
00-0034115,Levi's Stadium,5,3,0.5294117647058824,0.5435294117647058,1.4,rush_yards,J.Wilson,RB,MIA,2024
00-0038102,Acrisure Stadium,10,5,0.4583333333333333,0.4722222222222222,1.4,pass_yards,K.Pickett,QB,LV,2025
00-0035659,Lincoln Financial Field,6,3,0.44,0.4538461538461539,1.4,rec_yards,T.McLaurin,WR,WAS,2025
00-0036182,Hard Rock Stadium,4,2,0.41818181818181815,0.4318181818181818,1.4,rec_yards,N.Westbrook-Ikhine,WR,MIA,2025
00-0036970,Mercedes-Benz Stadium,31,14,0.42857142857142855,0.4425770308123249,1.4,rec_yards,K.Pitts,TE,ATL,2025
00-0035250,New Era Field,19,10,0.5,0.5128205128205128,1.3,rush_yards,D.Singletary,RB,NYG,2025
00-0037429,Bank of America Stadium,5,2,0.3333333333333333,0.3466666666666666,1.3,rush_yards,R.Blackshear,RB,CAR,2024
00-0038542,Mercedes-Benz Stadium,20,11,0.5238095238095238,0.5369047619047619,1.3,rush_yards,B.Robinson,RB,ATL,2025
00-0037614,MetLife Stadium,5,2,0.3333333333333333,0.3466666666666666,1.3,rec_yards,J.Metchie,WR,NYJ,2025
00-0031549,M&T Bank Stadium,12,6,0.46551724137931033,0.47844827586206895,1.3,rec_yards,N.Agholor,WR,BAL,2024
00-0033873,GEHA Field at Arrowhead Stadium,33,17,0.4935064935064935,0.5069835824552806,1.3,pass_yards,P.Mahomes,QB,KC,2025
00-0034777,Ford Field,5,2,0.3333333333333333,0.3466666666666666,1.3,rec_yards,D.Chark,WR,LAC,2024
00-0030288,NRG Stadium,12,6,0.4666666666666667,0.4791666666666667,1.3,rush_yards,R.Burkhead,RB,HOU,2022
00-0036970,Bank of America Stadium,4,2,0.42857142857142855,0.44047619047619047,1.2,rec_yards,K.Pitts,TE,ATL,2025
00-0034827,Soldier Field,20,10,0.47560975609756095,0.4878048780487805,1.2,rec_yards,D.Moore,WR,CHI,2025
00-0032464,Soldier Field,4,2,0.4262295081967213,0.43852459016393436,1.2,rec_yards,K.Raymond,WR,DET,2025
00-0033895,State Farm Stadium,4,2,0.42592592592592593,0.4382716049382716,1.2,rec_yards,G.Everett,TE,CHI,2024
00-0035359,Mercedes-Benz Stadium,4,2,0.42857142857142855,0.44047619047619047,1.2,rec_yards,D.Sills,WR,ATL,2025
00-0037834,Levi's Stadium,22,13,0.5675675675675675,0.5797940797940798,1.2,pass_yards,B.Purdy,QB,SF,2025
00-0036912,AT&T Stadium,4,2,0.4307692307692308,0.44230769230769235,1.2,rec_yards,D.Smith,WR,PHI,2025
00-0036912,FedExField,4,2,0.4307692307692308,0.44230769230769235,1.2,rec_yards,D.Smith,WR,PHI,2025
00-0031763,FedExField,6,2,0.28125,0.2932692307692308,1.2,rec_yards,D.Carter,WR,CHI,2024
00-0036345,U.S. Bank Stadium,18,8,0.4186046511627907,0.43084455324357407,1.2,rec_yards,K.Osborn,WR,NE,2024
00-0032464,U.S. Bank Stadium,4,2,0.4262295081967213,0.43852459016393436,1.2,rec_yards,K.Raymond,WR,DET,2025
00-0038951,Raymond James Stadium,10,3,0.2631578947368421,0.2754385964912281,1.2,rush_yards,S.Tucker,RB,TB,2025
00-0039139,Ford Field,19,9,0.45,0.46153846153846156,1.2,rush_yards,J.Gibbs,RB,DET,2025
00-0036264,Lambeau Field,21,10,0.4523809523809524,0.4645760743321719,1.2,pass_yards,J.Love,QB,GB,2025
00-0038465,Lambeau Field,7,3,0.38461538461538464,0.39601139601139607,1.1,rec_yards,M.Heath,WR,GB,2025
00-0036389,AT&T Stadium,4,2,0.43243243243243246,0.4436936936936937,1.1,pass_yards,J.Hurts,QB,PHI,2025
00-0034838,Empower Field at Mile High,4,2,0.43478260869565216,0.44565217391304346,1.1,rush_yards,R.Freeman,RB,LA,2023
00-0040584,Nissan Stadium,7,3,0.38461538461538464,0.39601139601139607,1.1,rec_yards,G.Helm,TE,TEN,2025
00-0039751,SoFi Stadium,8,4,0.46153846153846156,0.47252747252747257,1.1,rec_yards,J.Whittington,WR,LA,2025
00-0039359,NRG Stadium,7,3,0.38461538461538464,0.39601139601139607,1.1,rec_yards,C.Stover,TE,HOU,2025
00-0036389,FedExField,4,2,0.43243243243243246,0.4436936936936937,1.1,pass_yards,J.Hurts,QB,PHI,2025
00-0036556,NRG Stadium,13,8,0.5882352941176471,0.5989304812834225,1.1,rec_yards,B.Jordan,TE,HOU,2024
00-0039916,Levi's Stadium,8,4,0.46153846153846156,0.47252747252747257,1.1,rec_yards,R.Pearsall,WR,SF,2025
00-0030564,M&T Bank Stadium,7,3,0.3880597014925373,0.3985627418463239,1.1,rec_yards,D.Hopkins,WR,BAL,2025
00-0036936,State Farm Stadium,13,6,0.43333333333333335,0.4444444444444445,1.1,rec_yards,R.Moore,WR,ARI,2023
00-0036422,Lincoln Financial Field,4,2,0.43636363636363634,0.44696969696969696,1.1,rec_yards,A.Trautman,TE,DEN,2025
00-0032394,Empower Field at Mile High,4,2,0.43478260869565216,0.44565217391304346,1.1,rec_yards,N.Vannett,TE,TEN,2024
00-0038797,Lambeau Field,16,7,0.41379310344827586,0.42432950191570884,1.1,rush_yards,E.Wilson,RB,GB,2025
00-0039040,Hard Rock Stadium,20,9,0.42857142857142855,0.4392857142857142,1.1,rush_yards,D.Achane,RB,MIA,2025
00-0034272,Raymond James Stadium,4,2,0.43548387096774194,0.44623655913978494,1.1,rec_yards,M.Valdes-Scantling,WR,PIT,2025
00-0033217,Lucas Oil Stadium,30,12,0.38095238095238093,0.3923809523809524,1.1,rec_yards,M.Alie-Cox,TE,IND,2025
00-0036963,Soldier Field,5,3,0.5522388059701493,0.5617910447761194,1.0,rec_yards,A.St. Brown,WR,DET,2025
00-0034753,M&T Bank Stadium,38,18,0.4583333333333333,0.4683908045977011,1.0,rec_yards,M.Andrews,TE,BAL,2025
00-0038496,MetLife Stadium,8,4,0.4666666666666667,0.4761904761904762,1.0,rec_yards,X.Gipson,WR,PHI,2025
00-0033293,Soldier Field,4,2,0.4411764705882353,0.45098039215686275,1.0,rush_yards,A.Jones,RB,MIN,2025
00-0030061,Lincoln Financial Field,6,3,0.45614035087719296,0.46626180836707154,1.0,rec_yards,Z.Ertz,TE,WAS,2025
00-0032775,MetLife Stadium,4,2,0.4393939393939394,0.44949494949494945,1.0,rec_yards,D.Robinson,WR,SF,2025
00-0034799,SoFi Stadium,6,3,0.46153846153846156,0.47041420118343197,0.9,rush_yards,K.Ballage,RB,PIT,2021
00-0034972,Allegiant Stadium,7,3,0.39344262295081966,0.40255009107468126,0.9,rush_yards,A.Mattison,RB,LV,2024
00-0034054,Hard Rock Stadium,4,2,0.4444444444444444,0.4537037037037037,0.9,rec_yards,R.Cracraft,WR,MIA,2024
00-0034981,Mercedes-Benz Superdome,16,7,0.4166666666666667,0.42592592592592593,0.9,rec_yards,F.Moreau,TE,NO,2025
00-0033536,Acrisure Stadium,4,2,0.4444444444444444,0.4537037037037037,0.9,rec_yards,M.Williams,WR,PIT,2024
00-0040170,Nissan Stadium,6,3,0.46153846153846156,0.47041420118343197,0.9,rec_yards,E.Ayomanor,WR,TEN,2025
00-0034370,Empower Field at Mile High,4,2,0.4444444444444444,0.4537037037037037,0.9,rec_yards,D.Hamilton,WR,DEN,2020
00-0038129,Bank of America Stadium,4,2,0.44680851063829785,0.4556737588652482,0.9,rec_yards,C.Otton,TE,TB,2025
00-0035208,Mercedes-Benz Stadium,16,6,0.3548387096774194,0.3637992831541219,0.9,rec_yards,O.Zaccheaus,WR,CHI,2025
