pid,stad,size,sum,own_base,shrunk,edge_pp,stat,name,role,team,last_season
00-0037085,Empower Field at Mile High,7,1,0.18181818181818182,0.17171717171717174,-1.0,rush_yards,T.Badie,RB,DEN,2025
00-0036275,Soldier Field,15,6,0.4225352112676056,0.4128772635814889,-1.0,rush_yards,D.Swift,RB,CHI,2025
00-0035640,Lumen Field,28,11,0.41025641025641024,0.4001068376068376,-1.0,rec_yards,D.Metcalf,WR,PIT,2025
00-0036259,Levi's Stadium,27,12,0.4642857142857143,0.45288753799392095,-1.1,rec_yards,J.Jennings,WR,SF,2025
00-0036415,SoFi Stadium,15,7,0.49230769230769234,0.48131868131868133,-1.1,rec_yards,V.Jefferson,WR,TEN,2025
00-0036637,GEHA Field at Arrowhead Stadium,27,10,0.3888888888888889,0.37825059101654845,-1.1,rec_yards,N.Gray,TE,KC,2025
00-0033536,SoFi Stadium,19,8,0.4444444444444444,0.43304843304843305,-1.1,rec_yards,M.Williams,WR,PIT,2024
00-0027942,Paul Brown Stadium,7,3,0.4722222222222222,0.4609053497942387,-1.1,rec_yards,A.Green,WR,ARI,2022
00-0040583,NRG Stadium,7,4,0.6153846153846154,0.603988603988604,-1.1,rush_yards,W.Marks,RB,HOU,2025
00-0035703,M&T Bank Stadium,5,2,0.45454545454545453,0.4436363636363636,-1.1,rec_yards,M.Boykin,WR,PIT,2023
00-0037257,FirstEnergy Stadium,7,3,0.47058823529411764,0.4596949891067538,-1.1,rec_yards,D.Bell,WR,CLE,2024
00-0037539,Empower Field at Mile High,5,2,0.45454545454545453,0.4436363636363636,-1.1,rec_yards,L.Krull,TE,DEN,2025
00-0037614,NRG Stadium,10,3,0.3333333333333333,0.3222222222222222,-1.1,rec_yards,J.Metchie,WR,NYJ,2025
00-0037248,New Era Field,26,12,0.48148148148148145,0.47020933977455714,-1.1,rush_yards,J.Cook,RB,BUF,2025
00-0035021,Lucas Oil Stadium,14,3,0.2413793103448276,0.2302231237322515,-1.1,rec_yards,A.Dulin,WR,IND,2025
00-0030549,TIAA Bank Stadium,5,2,0.45454545454545453,0.4436363636363636,-1.1,rec_yards,T.Eifert,TE,JAX,2020
00-0039041,State Farm Stadium,13,5,0.41379310344827586,0.40229885057471265,-1.1,rec_yards,E.Higgins,TE,ARI,2025
00-0040138,NRG Stadium,5,2,0.45454545454545453,0.4436363636363636,-1.1,rec_yards,J.Noel,WR,HOU,2025
00-0030181,Lucas Oil Stadium,12,4,0.36363636363636365,0.3522727272727273,-1.1,rec_yards,J.Doyle,TE,IND,2021
00-0031382,FirstEnergy Stadium,10,3,0.3333333333333333,0.3222222222222222,-1.1,rec_yards,J.Landry,WR,NO,2022
00-0036919,Acrisure Stadium,8,3,0.417910447761194,0.4056503198294243,-1.2,rush_yards,K.Gainwell,RB,PIT,2025
00-0033567,Mercedes-Benz Stadium,6,2,0.38461538461538464,0.3727810650887574,-1.2,rush_yards,B.Hill,RB,ATL,2020
00-0035806,TIAA Bank Stadium,5,1,0.25925925925925924,0.2474074074074074,-1.2,rush_yards,J.Hasty,RB,NE,2024
00-0037741,FedExField,11,5,0.4888888888888889,0.4767025089605734,-1.2,rec_yards,J.Dotson,WR,PHI,2025
00-0038679,New Era Field,4,2,0.5714285714285714,0.5595238095238094,-1.2,rec_yards,T.Shavers,WR,BUF,2025
00-0033555,Allegiant Stadium,8,3,0.4166666666666667,0.40476190476190477,-1.2,rec_yards,M.Hollins,WR,NE,2025
00-0036326,Heinz Field,12,4,0.36585365853658536,0.35365853658536583,-1.2,rec_yards,C.Claypool,WR,MIA,2023
00-0034272,Lambeau Field,10,4,0.43548387096774194,0.4236559139784946,-1.2,rec_yards,M.Valdes-Scantling,WR,PIT,2025
00-0037240,Ford Field,18,9,0.5263157894736842,0.5138504155124654,-1.2,rec_yards,J.Williams,WR,DET,2025
00-0028002,NRG Stadium,4,1,0.3225806451612903,0.31048387096774194,-1.2,rec_yards,R.Cobb,WR,NYJ,2023
00-0027891,MetLife Stadium,5,3,0.6666666666666666,0.6533333333333333,-1.3,rec_yards,G.Tate III,WR,NYG,2020
00-0033282,New Era Field,5,2,0.46296296296296297,0.45037037037037037,-1.3,rec_yards,C.Samuel,WR,BUF,2025
00-0030035,U.S. Bank Stadium,20,8,0.4264705882352941,0.4132352941176471,-1.3,rec_yards,A.Thielen,WR,PIT,2025
00-0036255,MetLife Stadium,9,2,0.2631578947368421,0.25045372050816694,-1.3,rec_yards,D.Mims,WR,NYJ,2022
00-0035298,Mercedes-Benz Stadium,5,1,0.26666666666666666,0.2533333333333333,-1.3,rec_yards,S.Miller,WR,PIT,2025
00-0034440,SoFi Stadium,9,3,0.375,0.3620689655172414,-1.3,rush_yards,J.Jackson,RB,DET,2022
00-0035457,SoFi Stadium,5,3,0.6666666666666666,0.6533333333333333,-1.3,rec_yards,T.Johnson,WR,HOU,2022
00-0032009,FedExField,6,2,0.3888888888888889,0.3760683760683761,-1.3,rec_yards,A.Humphries,WR,WAS,2021
00-0037292,Lucas Oil Stadium,9,3,0.375,0.3620689655172414,-1.3,rec_yards,A.Ogletree,TE,IND,2025
00-0037239,Mercedes-Benz Superdome,19,7,0.3953488372093023,0.38223017292784733,-1.3,rec_yards,C.Olave,WR,NO,2025
00-0038555,TIAA Bank Stadium,11,4,0.4,0.3870967741935484,-1.3,rush_yards,T.Bigsby,RB,PHI,2025
00-0035537,Gillette Stadium,5,2,0.46551724137931033,0.45241379310344826,-1.3,rush_yards,Ty.Johnson,RB,BUF,2025
00-0037746,Levi's Stadium,8,3,0.4222222222222222,0.4087301587301587,-1.3,rush_yards,B.Robinson,RB,SF,2025
00-0036331,M&T Bank Stadium,19,9,0.5,0.48717948717948717,-1.3,rec_yards,D.Duvernay,WR,CHI,2025
00-0031325,M&T Bank Stadium,4,1,0.3333333333333333,0.3194444444444444,-1.4,rec_yards,S.Watkins,WR,BAL,2022
00-0035228,State Farm Stadium,28,12,0.4528301886792453,0.4386792452830188,-1.4,pass_yards,K.Murray,QB,ARI,2025
00-0030068,Lumen Field,7,3,0.48148148148148145,0.46776406035665297,-1.4,rec_yards,M.Goodwin,WR,CLE,2023
00-0038547,AT&T Stadium,15,7,0.5,0.4857142857142857,-1.4,rec_yards,L.Schoonmaker,TE,DAL,2025
00-0036275,Lincoln Financial Field,8,3,0.4225352112676056,0.408953722334004,-1.4,rush_yards,D.Swift,RB,CHI,2025
00-0036754,Ford Field,15,4,0.3,0.2857142857142857,-1.4,rec_yards,B.Wright,TE,DET,2025
00-0039739,Acrisure Stadium,4,1,0.3333333333333333,0.3194444444444444,-1.4,rec_yards,R.Wilson,WR,PIT,2025
00-0032211,SoFi Stadium,6,2,0.3950617283950617,0.3808167141500475,-1.4,rec_yards,T.Lockett,WR,LV,2025
00-0038794,Empower Field at Mile High,17,8,0.5,0.4864864864864865,-1.4,rush_yards,J.McLaughlin,RB,DEN,2025
00-0033246,U.S. Bank Stadium,15,7,0.5,0.4857142857142857,-1.4,rec_yards,J.Mundt,TE,JAX,2025
00-0026035,Ford Field,6,3,0.5625,0.5480769230769231,-1.4,rec_yards,D.Amendola,WR,HOU,2021
00-0036493,Lucas Oil Stadium,4,1,0.3333333333333333,0.3194444444444444,-1.4,rush_yards,D.Jackson,RB,NYG,2023
00-0035406,Mercedes-Benz Superdome,4,2,0.5925925925925926,0.5771604938271605,-1.5,rec_yards,L.Humphrey,WR,DEN,2025
00-0035216,Heinz Field,12,5,0.45614035087719296,0.4413377192982456,-1.5,rec_yards,D.Johnson,WR,HOU,2024
00-0032602,FedExField,13,5,0.4230769230769231,0.40792540792540793,-1.5,rush_yards,J.McKissic,RB,WAS,2022
00-0034854,Mercedes-Benz Stadium,10,3,0.3448275862068966,0.3298850574712644,-1.5,rec_yards,K.Hodge,WR,ATL,2025
00-0034830,Paycor Stadium,5,2,0.47619047619047616,0.46095238095238095,-1.5,rec_yards,H.Hurst,TE,LAC,2024
00-0034830,Bank of America Stadium,5,2,0.47619047619047616,0.46095238095238095,-1.5,rec_yards,H.Hurst,TE,LAC,2024
00-0034796,M&T Bank Stadium,33,14,0.44776119402985076,0.43311743170937766,-1.5,pass_yards,L.Jackson,QB,BAL,2025
00-0032355,Nissan Stadium,6,1,0.23076923076923078,0.21597633136094677,-1.5,rec_yards,C.Rogers,WR,TEN,2021
00-0026158,Paycor Stadium,6,2,0.4,0.38461538461538464,-1.5,pass_yards,J.Flacco,QB,CIN,2025
00-0036945,MetLife Stadium,5,2,0.4772727272727273,0.46181818181818185,-1.5,pass_yards,J.Fields,QB,NYJ,2025
00-0036370,Empower Field at Mile High,4,1,0.34210526315789475,0.3267543859649123,-1.5,rush_yards,J.Kelley,RB,TEN,2024
00-0035659,FedExField,36,15,0.44,0.425,-1.5,rec_yards,T.McLaurin,WR,WAS,2025
00-0036360,GEHA Field at Arrowhead Stadium,14,3,0.25,0.23529411764705882,-1.5,rush_yards,C.Edwards-Helaire,RB,KC,2025
00-0032128,TIAA Bank Stadium,5,2,0.48148148148148145,0.4651851851851852,-1.6,rec_yards,C.Conley,WR,SF,2024
00-0027656,Raymond James Stadium,11,5,0.5,0.4838709677419355,-1.6,rec_yards,R.Gronkowski,TE,TB,2021
00-0033357,Mercedes-Benz Stadium,4,1,0.34782608695652173,0.33152173913043476,-1.6,pass_yards,T.Hill,QB,NO,2025
00-0033921,Mercedes-Benz Stadium,5,2,0.48214285714285715,0.4657142857142857,-1.6,rec_yards,C.Godwin,WR,TB,2025
00-0036139,AT&T Stadium,13,5,0.425,0.4090909090909091,-1.6,rush_yards,R.Dowdle,RB,CAR,2025
00-0037077,FedExField,6,3,0.5714285714285714,0.5549450549450549,-1.6,pass_yards,S.Howell,QB,SEA,2024
00-0033858,Mercedes-Benz Stadium,6,2,0.4027777777777778,0.38675213675213677,-1.6,rec_yards,J.Smith,TE,PIT,2025
00-0037247,AT&T Stadium,7,3,0.49056603773584906,0.4744933612858141,-1.6,rec_yards,G.Pickens,WR,DAL,2025
00-0033857,Heinz Field,7,2,0.3508771929824561,0.3339831059129305,-1.7,rec_yards,J.Smith-Schuster,WR,KC,2025
00-0035662,State Farm Stadium,8,2,0.3103448275862069,0.2931034482758621,-1.7,rec_yards,M.Brown,WR,KC,2025
00-0034383,NRG Stadium,22,11,0.5316455696202531,0.5150693188667872,-1.7,rec_yards,D.Schultz,TE,HOU,2025
00-0040194,New Era Field,4,2,0.6,0.5833333333333334,-1.7,rec_yards,J.Hawes,TE,BUF,2025
00-0035685,U.S. Bank Stadium,6,2,0.4084507042253521,0.39111592632719394,-1.7,rush_yards,D.Montgomery,RB,DET,2025
00-0030669,Hard Rock Stadium,5,1,0.2857142857142857,0.2685714285714285,-1.7,rec_yards,A.Wilson,WR,MIA,2021
00-0030663,M&T Bank Stadium,5,1,0.2857142857142857,0.2685714285714285,-1.7,rec_yards,W.Snead,WR,SF,2023
00-0036415,Acrisure Stadium,7,3,0.49230769230769234,0.4757834757834758,-1.7,rec_yards,V.Jefferson,WR,TEN,2025
00-0034860,Soldier Field,7,2,0.35294117647058826,0.3355119825708061,-1.7,rec_yards,D.Pettis,WR,NO,2025
00-0034959,NRG Stadium,5,0,0.08333333333333333,0.06666666666666667,-1.7,rush_yards,A.Beck,RB,NYJ,2025
00-0036613,MetLife Stadium,5,2,0.49206349206349204,0.4736507936507936,-1.8,rec_yards,J.Waddle,WR,MIA,2025
00-0039062,AT&T Stadium,4,1,0.36,0.3416666666666666,-1.8,rec_yards,J.Mingo,WR,DAL,2025
00-0036407,FirstEnergy Stadium,13,6,0.5068493150684932,0.48899958488999584,-1.8,rec_yards,J.Jeudy,WR,CLE,2025
00-0036630,M&T Bank Stadium,5,0,0.09090909090909091,0.07272727272727274,-1.8,rec_yards,T.Wallace,WR,BAL,2025
00-0035208,FedExField,10,3,0.3548387096774194,0.3365591397849463,-1.8,rec_yards,O.Zaccheaus,WR,CHI,2025
00-0036133,M&T Bank Stadium,5,0,0.09090909090909091,0.07272727272727274,-1.8,rec_yards,J.Proche,WR,TEN,2025
00-0036741,Mercedes-Benz Superdome,4,2,0.6153846153846154,0.5961538461538461,-1.9,rec_yards,J.Stoll,TE,NO,2025
00-0036290,Soldier Field,37,15,0.4342105263157895,0.4155124653739612,-1.9,rec_yards,C.Kmet,TE,CHI,2025
00-0035657,Gillette Stadium,12,5,0.4666666666666667,0.4479166666666667,-1.9,rush_yards,D.Harris,RB,BUF,2023
00-0036326,Soldier Field,4,1,0.36585365853658536,0.34654471544715443,-1.9,rec_yards,C.Claypool,WR,MIA,2023
00-0033873,Empower Field at Mile High,5,2,0.4935064935064935,0.47480519480519484,-1.9,pass_yards,P.Mahomes,QB,KC,2025
00-0034972,U.S. Bank Stadium,25,9,0.39344262295081966,0.3748633879781421,-1.9,rush_yards,A.Mattison,RB,LV,2024
00-0035644,Lumen Field,18,7,0.42857142857142855,0.40977443609022557,-1.9,rec_yards,N.Fant,TE,CIN,2025
00-0034857,New Era Field,38,16,0.45,0.43103448275862066,-1.9,pass_yards,J.Allen,QB,BUF,2025
00-0033854,Nissan Stadium,5,2,0.5,0.48,-2.0,rush_yards,D.Ogunbowale,RB,HOU,2025
00-0034829,New Era Field,5,2,0.5,0.48,-2.0,rec_yards,M.Gesicki,TE,CIN,2025
00-0032104,Bank of America Stadium,4,1,0.3684210526315789,0.34868421052631576,-2.0,rush_yards,A.Abdullah,RB,IND,2025
00-0031547,Gillette Stadium,8,3,0.4444444444444444,0.4246031746031746,-2.0,rec_yards,D.Parker,WR,NE,2023
00-0040130,NRG Stadium,8,4,0.5714285714285714,0.5510204081632653,-2.0,rec_yards,J.Higgins,WR,HOU,2025
00-0036277,Ford Field,5,2,0.5,0.48,-2.0,rec_yards,Q.Cephus,WR,DET,2022
00-0031381,Lambeau Field,13,6,0.5135135135135135,0.493038493038493,-2.0,rec_yards,D.Adams,WR,LA,2025
00-0033591,NRG Stadium,4,1,0.375,0.3541666666666667,-2.1,rec_yards,N.Brown,WR,WAS,2025
00-0033611,FedExField,4,1,0.375,0.3541666666666667,-2.1,rec_yards,R.Seals-Jones,TE,WAS,2021
00-0035624,Gillette Stadium,7,2,0.3684210526315789,0.3469785575048733,-2.1,rec_yards,N.Harry,WR,CHI,2022
00-0033127,NRG Stadium,4,2,0.625,0.6041666666666666,-2.1,rec_yards,W.Fuller,WR,MIA,2021
00-0038040,Allegiant Stadium,16,5,0.36,0.33888888888888885,-2.1,rush_yards,Z.White,RB,LV,2025
00-0036142,FedExField,4,1,0.375,0.3541666666666667,-2.1,rec_yards,I.Wright,WR,WAS,2020
00-0033288,State Farm Stadium,5,2,0.5081967213114754,0.48655737704918034,-2.2,rec_yards,G.Kittle,TE,SF,2025
00-0035628,TIAA Bank Stadium,9,3,0.40540540540540543,0.38303821062441756,-2.2,rush_yards,D.Johnson,RB,NE,2025
00-0033217,NRG Stadium,4,1,0.38095238095238093,0.35912698412698413,-2.2,rec_yards,M.Alie-Cox,TE,IND,2025
00-0033871,MetLife Stadium,7,2,0.37037037037037035,0.34842249657064467,-2.2,rec_yards,C.Davis,WR,NYJ,2022
00-0036442,M&T Bank Stadium,5,2,0.5084745762711864,0.48677966101694914,-2.2,pass_yards,J.Burrow,QB,CIN,2025
00-0039847,MetLife Stadium,9,6,0.7368421052631579,0.7150635208711433,-2.2,rec_yards,T.Johnson,TE,NYG,2025
00-0036955,Bank of America Stadium,12,3,0.3076923076923077,0.2860576923076923,-2.2,rec_yards,T.Marshall,WR,LV,2024
00-0033526,Empower Field at Mile High,9,3,0.4027777777777778,0.38122605363984674,-2.2,rush_yards,S.Perine,RB,CIN,2025
00-0037617,SoFi Stadium,6,2,0.42857142857142855,0.4065934065934066,-2.2,rush_yards,H.Haskins,RB,LAC,2025
00-0033106,SoFi Stadium,9,4,0.5189873417721519,0.49585333915320823,-2.3,pass_yards,J.Goff,QB,DET,2025
00-0033950,MetLife Stadium,5,3,0.7142857142857143,0.6914285714285714,-2.3,rush_yards,W.Gallman,RB,ATL,2021
00-0034775,State Farm Stadium,13,5,0.4426229508196721,0.4197714853452558,-2.3,rec_yards,C.Kirk,WR,HOU,2025
00-0030506,GEHA Field at Arrowhead Stadium,33,14,0.46153846153846156,0.4383164005805516,-2.3,rec_yards,T.Kelce,TE,KC,2025
00-0029608,Lucas Oil Stadium,8,4,0.5789473684210527,0.556390977443609,-2.3,rec_yards,T.Hilton,WR,DAL,2022
00-0033009,Paul Brown Stadium,15,6,0.453125,0.4303571428571429,-2.3,rec_yards,T.Boyd,WR,TEN,2024
00-0035289,Lucas Oil Stadium,7,2,0.3793103448275862,0.3550446998722861,-2.4,pass_yards,G.Minshew,QB,KC,2025
00-0034960,Lucas Oil Stadium,4,1,0.39436619718309857,0.3703051643192488,-2.4,rec_yards,J.Meyers,WR,JAX,2025
00-0032211,Lumen Field,31,11,0.3950617283950617,0.37061244250786735,-2.4,rec_yards,T.Lockett,WR,LV,2025
00-0035022,Lumen Field,4,0,0.14285714285714285,0.11904761904761903,-2.4,rec_yards,P.Hart,WR,SEA,2022
00-0037837,Acrisure Stadium,21,6,0.3333333333333333,0.30894308943089427,-2.4,rec_yards,C.Austin,WR,PIT,2025
00-0034972,Lambeau Field,4,1,0.39344262295081966,0.36953551912568305,-2.4,rush_yards,A.Mattison,RB,LV,2024
00-0036328,FedExField,21,10,0.5230769230769231,0.49906191369606,-2.4,rush_yards,A.Gibson,RB,NE,2025
00-0034855,Bank of America Stadium,5,2,0.52,0.496,-2.4,pass_yards,B.Mayfield,QB,TB,2025
00-0031687,SoFi Stadium,4,1,0.3958333333333333,0.37152777777777773,-2.4,rush_yards,R.Mostert,RB,LV,2025
00-0029892,Levi's Stadium,30,8,0.3076923076923077,0.28307692307692306,-2.5,rush_yards,K.Juszczyk,RB,SF,2025
00-0036628,FedExField,20,9,0.5,0.475,-2.5,rec_yards,J.Bates,TE,WAS,2025
00-0032951,TIAA Bank Stadium,4,3,0.9,0.875,-2.5,rec_yards,L.Treadwell,WR,BAL,2023
00-0034159,SoFi Stadium,13,5,0.4482758620689655,0.4231974921630094,-2.5,rec_yards,W.Dissly,TE,LAC,2025
00-0036410,Paul Brown Stadium,12,5,0.484375,0.458984375,-2.5,rec_yards,T.Higgins,WR,CIN,2025
00-0036328,MetLife Stadium,5,2,0.5230769230769231,0.49846153846153846,-2.5,rush_yards,A.Gibson,RB,NE,2025
00-0035689,New Era Field,28,13,0.5079365079365079,0.48247354497354494,-2.5,rec_yards,D.Knox,TE,BUF,2025
00-0032950,Lincoln Financial Field,4,1,0.4,0.375,-2.5,pass_yards,C.Wentz,QB,MIN,2025
00-0040131,Gillette Stadium,4,1,0.4,0.375,-2.5,rec_yards,K.Williams,WR,NE,2025
00-0031260,FedExField,19,7,0.42105263157894735,0.39541160593792174,-2.6,rec_yards,L.Thomas,TE,WAS,2023
00-0036973,NRG Stadium,4,1,0.4074074074074074,0.3811728395061728,-2.6,rush_yards,T.Etienne,RB,JAX,2025
00-0036973,Nissan Stadium,4,1,0.4074074074074074,0.3811728395061728,-2.6,rush_yards,T.Etienne,RB,JAX,2025
00-0033045,FedExField,4,1,0.40625,0.3802083333333333,-2.6,rush_yards,E.Elliott,RB,DAL,2024
00-0035222,Acrisure Stadium,6,2,0.4444444444444444,0.4188034188034188,-2.6,rec_yards,Z.Gentry,TE,PIT,2022
00-0038935,TIAA Bank Stadium,12,3,0.3181818181818182,0.29261363636363635,-2.6,rec_yards,B.Strange,TE,JAX,2025
00-0031763,SoFi Stadium,6,1,0.28125,0.2548076923076923,-2.6,rec_yards,D.Carter,WR,CHI,2024
00-0037267,FirstEnergy Stadium,16,5,0.37142857142857144,0.34523809523809523,-2.6,rush_yards,J.Ford,RB,CLE,2025
00-0040727,SoFi Stadium,6,3,0.6153846153846154,0.5887573964497042,-2.7,rec_yards,T.Harris,WR,LAC,2025
00-0039901,New Era Field,9,3,0.42105263157894735,0.3938294010889292,-2.7,rec_yards,K.Coleman,WR,BUF,2025
00-0033908,State Farm Stadium,4,1,0.4126984126984127,0.3855820105820105,-2.7,rec_yards,C.Kupp,WR,SEA,2025
00-0033869,Acrisure Stadium,4,2,0.6666666666666666,0.6388888888888888,-2.8,pass_yards,M.Trubisky,QB,BUF,2025
00-0032543,Paul Brown Stadium,4,1,0.4166666666666667,0.3888888888888889,-2.8,rec_yards,A.Erickson,WR,LAC,2023
00-0033357,Mercedes-Benz Superdome,9,5,0.6470588235294118,0.6186612576064909,-2.8,rec_yards,T.Hill,QB,NO,2025
00-0036252,NRG Stadium,4,1,0.4155844155844156,0.38798701298701305,-2.8,rec_yards,M.Pittman,WR,IND,2025
00-0033375,Empower Field at Mile High,14,5,0.425531914893617,0.3973717146433041,-2.8,rec_yards,T.Patrick,WR,JAX,2025
00-0032208,NRG Stadium,7,3,0.5384615384615384,0.50997150997151,-2.8,rec_yards,P.Dorsett,WR,DEN,2023
00-0039050,Raymond James Stadium,4,2,0.6666666666666666,0.6388888888888888,-2.8,rec_yards,P.Durham,TE,TB,2025
00-0034348,Empower Field at Mile High,33,14,0.4696969696969697,0.4413950829045169,-2.8,rec_yards,C.Sutton,WR,DEN,2025
00-0034764,FedExField,4,1,0.4186046511627907,0.3905038759689923,-2.8,rec_yards,M.Gallup,WR,DAL,2023
00-0030431,SoFi Stadium,11,4,0.4423076923076923,0.4143920595533499,-2.8,rec_yards,R.Woods,WR,HOU,2024
00-0037078,FedExField,4,0,0.16666666666666666,0.13888888888888887,-2.8,rec_yards,C.Turner,TE,WAS,2023
00-0031236,New Era Field,4,1,0.4153846153846154,0.38782051282051283,-2.8,rec_yards,B.Cooks,WR,BUF,2025
00-0036182,TIAA Bank Stadium,4,1,0.41818181818181815,0.39015151515151514,-2.8,rec_yards,N.Westbrook-Ikhine,WR,MIA,2025
00-0033733,Lincoln Financial Field,8,2,0.35294117647058826,0.3235294117647059,-2.9,rec_yards,G.Ward,WR,PHI,2021
00-0039920,FirstEnergy Stadium,5,2,0.5454545454545454,0.5163636363636364,-2.9,rec_yards,M.Corley,WR,CLE,2025
00-0037545,Lumen Field,4,1,0.42105263157894735,0.3925438596491228,-2.9,rec_yards,R.Shaheed,WR,SEA,2025
00-0033908,SoFi Stadium,25,9,0.4126984126984127,0.3834215167548501,-2.9,rec_yards,C.Kupp,WR,SEA,2025
00-0037838,M&T Bank Stadium,21,7,0.3902439024390244,0.36109458655562165,-2.9,rec_yards,I.Likely,TE,BAL,2025
00-0031345,Levi's Stadium,11,4,0.4444444444444444,0.41577060931899645,-2.9,pass_yards,J.Garoppolo,QB,LA,2025
00-0033040,New Era Field,4,1,0.4264705882352941,0.39705882352941174,-2.9,rec_yards,T.Hill,WR,MIA,2025
00-0036271,Lincoln Financial Field,15,5,0.4,0.37142857142857144,-2.9,rec_yards,Q.Watkins,WR,PHI,2023
00-0032464,Lambeau Field,4,1,0.4262295081967213,0.39685792349726773,-2.9,rec_yards,K.Raymond,WR,DET,2025
00-0034960,Allegiant Stadium,18,6,0.39436619718309857,0.3654558932542624,-2.9,rec_yards,J.Meyers,WR,JAX,2025
00-0036322,Soldier Field,4,1,0.42105263157894735,0.3925438596491228,-2.9,rec_yards,J.Jefferson,WR,MIN,2025
00-0033858,Hard Rock Stadium,7,2,0.4027777777777778,0.3724279835390946,-3.0,rec_yards,J.Smith,TE,PIT,2025
00-0033858,Nissan Stadium,7,2,0.4027777777777778,0.3724279835390946,-3.0,rec_yards,J.Smith,TE,PIT,2025
00-0034837,Nissan Stadium,8,3,0.4782608695652174,0.44875776397515527,-3.0,rec_yards,C.Ridley,WR,TEN,2025
00-0036893,Acrisure Stadium,21,10,0.5357142857142857,0.505226480836237,-3.0,rush_yards,N.Harris,RB,LAC,2025
00-0032392,Allegiant Stadium,8,3,0.4794520547945205,0.44960861056751467,-3.0,rec_yards,A.Hooper,TE,NE,2025
00-0036970,Mercedes-Benz Superdome,4,1,0.42857142857142855,0.3988095238095238,-3.0,rec_yards,K.Pitts,TE,ATL,2025
00-0027966,Mercedes-Benz Superdome,7,2,0.4,0.37037037037037035,-3.0,rush_yards,M.Ingram,RB,NO,2022
00-0038996,Lambeau Field,13,5,0.46153846153846156,0.4312354312354313,-3.0,rec_yards,T.Kraft,TE,GB,2025
00-0036370,SoFi Stadium,18,5,0.34210526315789475,0.3116343490304709,-3.0,rush_yards,J.Kelley,RB,TEN,2024
00-0036252,Lucas Oil Stadium,38,14,0.4155844155844156,0.3846842812360054,-3.1,rec_yards,M.Pittman,WR,IND,2025
00-0036290,Ford Field,4,1,0.4342105263157895,0.40350877192982454,-3.1,rec_yards,C.Kmet,TE,CHI,2025
00-0035208,Soldier Field,5,1,0.3548387096774194,0.3238709677419355,-3.1,rec_yards,O.Zaccheaus,WR,CHI,2025
00-0039062,Bank of America Stadium,8,2,0.36,0.32857142857142857,-3.1,rec_yards,J.Mingo,WR,DAL,2025
00-0035510,MetLife Stadium,8,2,0.35714285714285715,0.32653061224489793,-3.1,rec_yards,J.Smith,WR,NYJ,2022
00-0035628,FirstEnergy Stadium,7,2,0.40540540540540543,0.3743743743743744,-3.1,rush_yards,D.Johnson,RB,NE,2025
00-0032141,Nissan Stadium,12,5,0.5,0.46875,-3.1,rec_yards,G.Swaim,TE,CLE,2024
00-0036425,Lumen Field,13,4,0.3870967741935484,0.35581622678396874,-3.1,rush_yards,D.Dallas,RB,JAX,2025
00-0033045,Gillette Stadium,7,2,0.40625,0.375,-3.1,rush_yards,E.Elliott,RB,DAL,2024
00-0034838,SoFi Stadium,4,1,0.43478260869565216,0.4039855072463768,-3.1,rush_yards,R.Freeman,RB,LA,2023
00-0035535,AT&T Stadium,4,1,0.43661971830985913,0.40551643192488257,-3.1,rec_yards,D.Slayton,WR,NYG,2025
00-0034270,U.S. Bank Stadium,9,3,0.43548387096774194,0.40378197997775306,-3.2,rec_yards,T.Conklin,TE,LAC,2025
00-0039424,Empower Field at Mile High,5,2,0.5625,0.53,-3.2,rec_yards,D.Vele,WR,NO,2025
00-0033090,SoFi Stadium,6,2,0.47297297297297297,0.4407484407484408,-3.2,rec_yards,H.Henry,TE,NE,2025
00-0033293,Ford Field,4,1,0.4411764705882353,0.4093137254901961,-3.2,rush_yards,A.Jones,RB,MIN,2025
00-0029293,Ford Field,8,2,0.36585365853658536,0.3327526132404181,-3.3,rec_yards,M.Jones,WR,DET,2023
00-0039144,Lambeau Field,13,6,0.5454545454545454,0.512396694214876,-3.3,rec_yards,L.Musgrave,TE,GB,2025
00-0034159,Lumen Field,16,6,0.4482758620689655,0.41570881226053635,-3.3,rec_yards,W.Dissly,TE,LAC,2025
00-0034614,Ford Field,4,0,0.2,0.16666666666666666,-3.3,rush_yards,G.Igwebuike,RB,SEA,2022
00-0034367,Lucas Oil Stadium,15,5,0.41025641025641024,0.3772893772893773,-3.3,rush_yards,N.Miller-Hines,RB,LAC,2025
00-0032268,Mercedes-Benz Stadium,6,2,0.47619047619047616,0.4432234432234432,-3.3,pass_yards,M.Mariota,QB,WAS,2025
00-0039907,Gillette Stadium,4,0,0.2,0.16666666666666666,-3.3,rec_yards,J.Polk,WR,NE,2024
00-0036988,SoFi Stadium,22,9,0.4716981132075472,0.4389038634321653,-3.3,rec_yards,J.Palmer,WR,BUF,2025
00-0037545,Mercedes-Benz Superdome,12,4,0.42105263157894735,0.3881578947368421,-3.3,rec_yards,R.Shaheed,WR,SEA,2025
00-0031585,Nissan Stadium,6,2,0.48,0.4461538461538461,-3.4,rec_yards,M.Pruitt,TE,PIT,2024
00-0032062,AT&T Stadium,5,1,0.3684210526315789,0.33473684210526317,-3.4,rec_yards,B.Bell,TE,KC,2023
00-0037263,Raymond James Stadium,4,1,0.45454545454545453,0.4204545454545454,-3.4,rush_yards,T.Allgeier,RB,ATL,2025
