player_id,condition,stat,n,raw_over,own_base,shrunk_over,edge_pp,career_games,name,role,team,last_season,flag
00-0035208,division_rematch,rec_yards,10,0.9,0.355,0.511,15.6,62,O.Zaccheaus,WR,CHI,2025,True
00-0034960,division_rematch,rec_yards,10,0.9,0.394,0.539,14.4,71,J.Meyers,WR,JAX,2025,True
00-0036407,dome,rec_yards,15,0.867,0.507,0.642,13.5,73,J.Jeudy,WR,CLE,2025,True
00-0033858,fast_ref_crew,receptions,15,0.733,0.375,0.509,13.4,72,J.Smith,TE,PIT,2025,True
00-0031236,big_favorite,td_any,10,0.8,0.338,0.47,13.2,65,B.Cooks,WR,BUF,2025,True
00-0036894,cold<=32,receptions,8,1.0,0.475,0.602,12.7,59,P.Freiermuth,TE,PIT,2025,True
00-0035250,grass,receptions,22,0.682,0.412,0.539,12.6,80,D.Singletary,RB,NYG,2025,True
00-0031376,late_season,td_any,11,0.727,0.316,0.442,12.6,38,J.McKinnon,RB,KC,2023,True
00-0033858,fast_ref_crew,rec_yards,15,0.733,0.403,0.527,12.4,72,J.Smith,TE,PIT,2025,True
00-0036252,grass,receptions,23,0.696,0.442,0.563,12.2,77,M.Pittman,WR,IND,2025,True
00-0037805,fast_ref_crew,receptions,7,1.0,0.444,0.566,12.2,27,J.Ruckert,TE,NYJ,2025,True
00-0031687,big_favorite,td_any,11,0.727,0.333,0.454,12.0,48,R.Mostert,RB,LV,2025,True
00-0033943,division_rematch,receptions,11,0.818,0.429,0.548,11.9,49,J.Reynolds,WR,NYJ,2025,True
00-0033045,big_favorite,td_any,16,0.688,0.391,0.506,11.6,64,E.Elliott,RB,DAL,2024,True
00-0033699,turf,td_any,33,0.758,0.556,0.67,11.5,54,A.Ekeler,RB,WAS,2025,True
00-0036244,grass,receptions,14,0.786,0.468,0.582,11.4,47,C.Parkinson,TE,LA,2025,True
00-0031549,dome,receptions,18,0.667,0.397,0.51,11.3,58,N.Agholor,WR,BAL,2024,True
00-0035710,slow_ref_crew,pass_yards,13,0.769,0.442,0.554,11.2,52,D.Jones,QB,IND,2025,True
00-0031868,primetime,rec_yards,7,0.857,0.357,0.467,10.9,28,D.Byrd,WR,ATL,2023,True
00-0039064,slow_ref_crew,rec_yards,15,0.8,0.512,0.62,10.8,41,Z.Flowers,WR,BAL,2025,True
00-0038543,home,td_any,19,0.632,0.381,0.489,10.8,42,J.Smith-Njigba,WR,SEA,2025,True
00-0031549,dome,rec_yards,18,0.722,0.466,0.573,10.7,58,N.Agholor,WR,BAL,2024,True
00-0036997,primetime,td_any,17,0.647,0.382,0.489,10.7,55,J.Williams,RB,DAL,2025,True
00-0037263,backup_qb,receptions,14,0.714,0.418,0.524,10.6,55,T.Allgeier,RB,ATL,2025,True
00-0036894,cold<=32,rec_yards,8,0.875,0.441,0.546,10.5,59,P.Freiermuth,TE,PIT,2025,True
00-0036158,dome,receptions,9,0.778,0.382,0.487,10.5,34,J.Dobbins,RB,DEN,2025,True
00-0036345,late_season,td_any,14,0.571,0.279,0.384,10.5,43,K.Osborn,WR,NE,2024,True
00-0031588,grass,receptions,21,0.667,0.438,0.543,10.4,73,S.Diggs,WR,NE,2025,True
00-0035537,cold<=32,rush_yards,6,1.0,0.466,0.569,10.3,58,Ty.Johnson,RB,BUF,2025,True
00-0034837,turf,rec_yards,18,0.722,0.478,0.58,10.2,46,C.Ridley,WR,TEN,2025,True
00-0033885,division_rematch,receptions,11,0.818,0.483,0.586,10.2,60,D.Njoku,TE,CLE,2025,True
00-0033110,late_season,rec_yards,16,0.75,0.491,0.592,10.1,55,T.Higbee,TE,LA,2025,True
00-0039384,grass,rush_yards,7,1.0,0.538,0.639,10.1,26,T.Tracy,RB,NYG,2025,True
00-0033357,backup_qb,pass_yards,19,0.579,0.348,0.448,10.0,46,T.Hill,QB,NO,2025,True
00-0031595,dome,receptions,7,0.857,0.4,0.5,10.0,25,M.Burton,RB,DEN,2024,True
00-0034844,primetime,receptions,11,0.727,0.4,0.5,10.0,60,S.Barkley,RB,PHI,2025,True
00-0033854,big_underdog,receptions,12,0.833,0.525,0.625,10.0,40,D.Ogunbowale,RB,HOU,2025,True
00-0036223,slow_ref_crew,receptions,20,0.65,0.424,0.525,10.0,66,J.Taylor,RB,IND,2025,True
00-0031547,backup_qb,rec_yards,12,0.75,0.444,0.544,9.9,36,D.Parker,WR,NE,2023,True
00-0032764,short_week,receptions,8,0.875,0.466,0.565,9.9,73,D.Henry,RB,BAL,2025,True
00-0035685,big_underdog,receptions,15,0.8,0.535,0.635,9.9,71,D.Montgomery,RB,DET,2025,True
00-0036849,backup_qb,receptions,7,0.857,0.405,0.504,9.9,37,T.Atwell,WR,LA,2025,True
00-0035659,post_bye,receptions,6,1.0,0.493,0.591,9.8,75,T.McLaurin,WR,WAS,2025,True
00-0035659,big_favorite,receptions,6,1.0,0.493,0.591,9.8,75,T.McLaurin,WR,WAS,2025,True
00-0034159,slow_ref_crew,receptions,12,0.75,0.448,0.546,9.8,58,W.Dissly,TE,LAC,2025,True
00-0036554,slow_ref_crew,td_any,19,0.579,0.353,0.451,9.8,51,N.Collins,WR,HOU,2025,True
00-0032764,late_season,rush_yards,22,0.727,0.521,0.617,9.7,73,D.Henry,RB,BAL,2025,True
00-0030061,primetime,receptions,13,0.846,0.561,0.659,9.7,57,Z.Ertz,TE,WAS,2025,True
00-0034972,division_rematch,receptions,13,0.692,0.41,0.506,9.7,61,A.Mattison,RB,LV,2024,True
00-0031544,primetime,td_any,10,0.7,0.361,0.458,9.7,61,A.Cooper,WR,BUF,2024,True
00-0033757,big_favorite,td_any,11,0.545,0.231,0.327,9.6,39,R.Tonyan,TE,KC,2025,True
00-0035243,big_favorite,td_any,12,0.5,0.204,0.3,9.6,54,M.Sanders,RB,DAL,2025,True
00-0035700,big_favorite,td_any,11,0.909,0.595,0.691,9.6,74,J.Jacobs,RB,GB,2025,True
00-0035216,turf,rec_yards,12,0.75,0.456,0.551,9.5,57,D.Johnson,WR,HOU,2024,True
00-0034279,dome,receptions,7,0.857,0.423,0.518,9.5,26,E.St. Brown,WR,CHI,2023,True
00-0033090,backup_qb,receptions,12,0.833,0.541,0.636,9.5,74,H.Henry,TE,NE,2025,True
00-0038589,late_season,receptions,7,0.857,0.421,0.516,9.5,19,J.Whyle,TE,GB,2025,True
00-0035208,late_season,rec_yards,17,0.588,0.355,0.449,9.4,62,O.Zaccheaus,WR,CHI,2025,True
00-0033307,dome,receptions,20,0.65,0.438,0.532,9.4,64,K.Bourne,WR,SF,2025,True
00-0033891,late_season,receptions,19,0.684,0.467,0.561,9.4,45,Z.Jones,WR,ARI,2025,True
00-0034869,backup_qb,pass_yards,9,0.889,0.536,0.629,9.3,56,S.Darnold,QB,SEA,2025,True
00-0031273,primetime,receptions,6,1.0,0.517,0.611,9.3,29,C.Brate,TE,TB,2022,True
00-0039065,primetime,receptions,13,0.846,0.576,0.668,9.3,33,S.LaPorta,TE,DET,2025,True
00-0030061,home,receptions,27,0.741,0.561,0.655,9.3,57,Z.Ertz,TE,WAS,2025,True
00-0033466,road,receptions,21,0.571,0.368,0.461,9.3,38,I.McKenzie,WR,IND,2023,True
00-0031868,fast_ref_crew,rec_yards,6,0.833,0.357,0.449,9.2,28,D.Byrd,WR,ATL,2023,True
00-0033280,turf,rush_yards,10,0.8,0.478,0.57,9.2,46,C.McCaffrey,RB,SF,2025,True
00-0032775,turf,td_any,32,0.406,0.242,0.334,9.2,66,D.Robinson,WR,SF,2025,True
00-0036261,road,td_any,26,0.538,0.358,0.45,9.2,53,B.Aiyuk,WR,SF,2024,True
00-0038559,late_season,td_any,13,0.538,0.27,0.362,9.2,37,M.Wilson,WR,ARI,2025,True
00-0039064,late_season,td_any,13,0.538,0.268,0.361,9.2,41,Z.Flowers,WR,BAL,2025,True
00-0035216,fast_ref_crew,td_any,12,0.583,0.298,0.391,9.2,57,D.Johnson,WR,HOU,2024,True
00-0035644,division_rematch,rec_yards,11,0.727,0.429,0.52,9.1,70,N.Fant,TE,CIN,2025,True
00-0038794,big_favorite,rush_yards,8,0.875,0.5,0.591,9.1,32,J.McLaughlin,RB,DEN,2025,True
00-0035644,division_rematch,receptions,11,0.727,0.429,0.52,9.1,70,N.Fant,TE,CIN,2025,True
00-0036251,division_rematch,receptions,9,0.778,0.435,0.526,9.1,46,Z.Moss,RB,CIN,2024,True
00-0033090,fast_ref_crew,receptions,17,0.765,0.541,0.631,9.1,74,H.Henry,TE,NE,2025,True
00-0038120,fast_ref_crew,receptions,9,0.889,0.545,0.636,9.1,44,B.Hall,RB,NYJ,2025,True
00-0034348,after_100yd_game,td_any,6,0.833,0.364,0.455,9.1,66,C.Sutton,WR,DEN,2025,True
00-0030035,big_underdog,rec_yards,15,0.667,0.426,0.517,9.0,68,A.Thielen,WR,PIT,2025,True
00-0037805,fast_ref_crew,rec_yards,7,0.857,0.444,0.535,9.0,27,J.Ruckert,TE,NYJ,2025,True
00-0033375,turf,receptions,15,0.667,0.426,0.516,9.0,47,T.Patrick,WR,JAX,2025,True
00-0036628,primetime,receptions,7,0.857,0.447,0.537,9.0,38,J.Bates,TE,WAS,2025,True
00-0036252,road,receptions,39,0.59,0.442,0.532,9.0,77,M.Pittman,WR,IND,2025,True
00-0031547,backup_qb,receptions,12,0.667,0.389,0.479,9.0,36,D.Parker,WR,NE,2023,True
00-0033288,fast_ref_crew,td_any,15,0.667,0.426,0.516,9.0,61,G.Kittle,TE,SF,2025,True
00-0033439,home,rec_yards,12,0.583,0.31,0.399,8.9,29,P.Brown,TE,ARI,2025,True
00-0029000,grass,receptions,11,0.636,0.346,0.435,8.9,26,C.Beasley,WR,BUF,2022,True
00-0030506,turf,td_any,19,0.579,0.372,0.461,8.9,78,T.Kelce,TE,KC,2025,True
00-0034681,primetime,td_any,7,0.571,0.167,0.255,8.9,42,C.Edmonds,RB,TB,2023,True
00-0030564,fast_ref_crew,td_any,19,0.474,0.269,0.357,8.9,67,D.Hopkins,WR,BAL,2025,True
00-0031585,turf,rec_yards,12,0.75,0.48,0.568,8.8,25,M.Pruitt,TE,PIT,2024,True
00-0031273,primetime,rec_yards,6,0.833,0.379,0.467,8.8,29,C.Brate,TE,TB,2022,True
00-0036233,division_rematch,rec_yards,8,0.875,0.514,0.601,8.8,37,D.Peoples-Jones,WR,DET,2023,True
00-0033857,late_season,rec_yards,20,0.55,0.351,0.439,8.8,57,J.Smith-Schuster,WR,KC,2025,True
00-0036425,dome,rush_yards,8,0.75,0.387,0.475,8.8,31,D.Dallas,RB,JAX,2025,True
00-0039738,day_game,rush_yards,16,0.625,0.4,0.488,8.8,25,B.Corum,RB,LA,2025,True
00-0035662,big_favorite,receptions,14,0.571,0.328,0.415,8.8,58,M.Brown,WR,KC,2025,True
00-0037666,grass,td_any,13,0.538,0.281,0.369,8.8,32,J.Tolbert,WR,DAL,2025,True
00-0030506,after_100yd_game,td_any,17,0.588,0.372,0.459,8.8,78,T.Kelce,TE,KC,2025,True
00-0035261,slow_ref_crew,td_any,24,0.458,0.278,0.367,8.8,79,T.Pollard,RB,TEN,2025,True
00-0039916,late_season,rec_yards,7,0.857,0.462,0.548,8.7,13,R.Pearsall,WR,SF,2025,True
00-0037809,fast_ref_crew,rec_yards,12,0.833,0.566,0.653,8.7,53,C.Okonkwo,TE,TEN,2025,True
00-0036259,dome,rec_yards,7,0.857,0.464,0.55,8.6,56,J.Jennings,WR,SF,2025,True
00-0036244,grass,rec_yards,14,0.643,0.404,0.49,8.6,47,C.Parkinson,TE,LA,2025,True
00-0035208,backup_qb,rec_yards,11,0.636,0.355,0.441,8.6,62,O.Zaccheaus,WR,CHI,2025,True
00-0027061,late_season,rec_yards,8,0.875,0.52,0.606,8.6,25,J.Cook,TE,LAC,2021,True
00-0035250,wind15+,rush_yards,10,0.8,0.5,0.586,8.6,80,D.Singletary,RB,NYG,2025,True
00-0034827,cold<=32,receptions,7,0.857,0.463,0.55,8.6,82,D.Moore,WR,CHI,2025,True
00-0037840,division_rematch,receptions,6,0.833,0.39,0.476,8.6,41,K.Williams,RB,LA,2025,True
00-0036290,slow_ref_crew,receptions,22,0.591,0.408,0.494,8.6,76,C.Kmet,TE,CHI,2025,True
00-0035640,after_100yd_game,td_any,15,0.6,0.372,0.457,8.6,78,D.Metcalf,WR,PIT,2025,True
00-0038122,turf,pass_yards,7,0.857,0.467,0.552,8.5,15,D.Ridder,QB,LV,2024,True
00-0038122,home,pass_yards,7,0.857,0.467,0.552,8.5,15,D.Ridder,QB,LV,2024,True
00-0031588,grass,rec_yards,21,0.667,0.479,0.565,8.5,73,S.Diggs,WR,NE,2025,True
00-0035215,grass,rec_yards,8,0.75,0.4,0.485,8.5,25,D.Harty,WR,BUF,2023,True
00-0036980,fast_ref_crew,rec_yards,12,0.667,0.404,0.489,8.5,52,E.Moore,WR,BUF,2025,True
00-0037261,fast_ref_crew,rec_yards,13,0.692,0.444,0.529,8.5,45,K.Shakir,WR,BUF,2025,True
00-0034844,primetime,rush_yards,11,0.727,0.45,0.535,8.5,60,S.Barkley,RB,PHI,2025,True
00-0036290,dome,receptions,16,0.625,0.408,0.493,8.5,76,C.Kmet,TE,CHI,2025,True
00-0036252,outdoor,receptions,32,0.594,0.442,0.527,8.5,77,M.Pittman,WR,IND,2025,True
00-0030035,big_underdog,receptions,15,0.667,0.441,0.526,8.5,68,A.Thielen,WR,PIT,2025,True
00-0037291,late_season,receptions,11,0.636,0.357,0.442,8.5,28,J.Nailor,WR,MIN,2025,True
00-0031868,fast_ref_crew,receptions,6,0.833,0.393,0.478,8.5,28,D.Byrd,WR,ATL,2023,True
00-0033699,dome,td_any,31,0.71,0.556,0.641,8.5,54,A.Ekeler,RB,WAS,2025,True
00-0034521,big_favorite,td_any,13,0.538,0.291,0.376,8.5,55,A.Lazard,WR,NYJ,2025,True
00-0026498,short_week,pass_yards,7,0.857,0.472,0.556,8.4,72,M.Stafford,QB,LA,2025,True
00-0034418,fast_ref_crew,rec_yards,8,0.75,0.405,0.488,8.4,42,C.Wilson,WR,MIA,2025,True
00-0035628,turf,rush_yards,8,0.75,0.405,0.489,8.4,37,D.Johnson,RB,NE,2025,True
00-0035685,backup_qb,rush_yards,14,0.643,0.408,0.493,8.4,71,D.Montgomery,RB,DET,2025,True
00-0038544,road,receptions,16,0.688,0.472,0.556,8.4,36,Q.Johnston,WR,LAC,2025,True
00-0035140,vs_high_blitz,receptions,13,0.769,0.525,0.609,8.4,40,M.Hardman,WR,BUF,2025,True
00-0034972,fast_ref_crew,receptions,14,0.643,0.41,0.493,8.4,61,A.Mattison,RB,LV,2024,True
00-0036555,big_underdog,td_any,22,0.545,0.367,0.45,8.4,60,C.Hubbard,RB,CAR,2025,True
00-0031236,division_rematch,td_any,14,0.571,0.338,0.422,8.4,65,B.Cooks,WR,BUF,2025,True
00-0038933,slow_ref_crew,td_any,7,0.571,0.188,0.271,8.4,32,D.Kincaid,TE,BUF,2025,True
00-0027696,turf,rec_yards,7,0.857,0.478,0.561,8.3,23,J.Graham,TE,NO,2023,True
00-0034830,primetime,rec_yards,7,0.857,0.476,0.56,8.3,42,H.Hurst,TE,LAC,2024,True
00-0038933,primetime,rec_yards,8,0.75,0.406,0.49,8.3,32,D.Kincaid,TE,BUF,2025,True
00-0024243,big_favorite,rec_yards,8,0.75,0.409,0.492,8.3,22,M.Lewis,TE,CHI,2024,True
00-0036900,backup_qb,rec_yards,14,0.643,0.413,0.495,8.3,63,J.Chase,WR,CIN,2025,True
00-0034829,cold<=32,receptions,6,0.833,0.405,0.488,8.3,74,M.Gesicki,TE,CIN,2025,True
00-0033955,primetime,receptions,11,0.727,0.457,0.539,8.3,46,J.McNichols,RB,WAS,2025,True
00-0034681,body_clock_1pmET_road,receptions,7,0.857,0.476,0.56,8.3,42,C.Edmonds,RB,TB,2023,True
00-0036182,turf,td_any,11,0.455,0.182,0.265,8.3,55,N.Westbrook-Ikhine,WR,MIA,2025,True
00-0036252,outdoor,rec_yards,32,0.562,0.416,0.498,8.2,77,M.Pittman,WR,IND,2025,True
00-0038124,primetime,rec_yards,14,0.714,0.486,0.568,8.2,35,C.Watson,WR,GB,2025,True
00-0034681,dome,rush_yards,19,0.737,0.548,0.629,8.2,42,C.Edmonds,RB,TB,2023,True
00-0030288,backup_qb,rush_yards,9,0.778,0.467,0.549,8.2,30,R.Burkhead,RB,HOU,2022,True
00-0034646,home,receptions,18,0.667,0.471,0.553,8.2,34,B.Powell,WR,MIN,2024,True
00-0033881,big_favorite,receptions,11,0.727,0.458,0.541,8.2,72,E.Engram,TE,DEN,2025,True
00-0039075,late_season,receptions,14,0.714,0.486,0.568,8.2,35,P.Nacua,WR,LA,2025,True
00-0034348,after_100yd_game,receptions,6,0.833,0.409,0.491,8.2,66,C.Sutton,WR,DEN,2025,True
00-0034411,late_season,td_any,14,0.5,0.273,0.354,8.2,33,R.Gage,WR,TB,2022,True
00-0034830,late_season,td_any,10,0.5,0.214,0.296,8.2,42,H.Hurst,TE,LAC,2024,True
00-0032688,dome,rec_yards,10,0.6,0.316,0.397,8.1,38,R.Chosen,WR,WAS,2025,True
00-0029000,road,rec_yards,14,0.571,0.346,0.427,8.1,26,C.Beasley,WR,BUF,2022,True
00-0036900,short_week,rec_yards,6,0.833,0.413,0.494,8.1,63,J.Chase,WR,CIN,2025,True
00-0039041,division_rematch,rec_yards,6,0.833,0.414,0.495,8.1,29,E.Higgins,TE,ARI,2025,True
00-0036919,dome,rush_yards,12,0.667,0.418,0.499,8.1,67,K.Gainwell,RB,PIT,2025,True
00-0036906,cold<=32,rush_yards,7,0.714,0.343,0.424,8.1,35,K.Herbert,RB,NYJ,2025,True
00-0036414,primetime,receptions,9,0.778,0.472,0.553,8.1,36,C.Akers,RB,MIN,2025,True
00-0038104,primetime,receptions,6,0.833,0.417,0.497,8.1,24,T.Thornton,WR,KC,2025,True
00-0038393,home,receptions,19,0.632,0.444,0.525,8.1,36,D.Wicks,WR,GB,2025,True
00-0029000,road,receptions,14,0.571,0.346,0.427,8.1,26,C.Beasley,WR,BUF,2022,True
00-0034301,road,receptions,11,0.727,0.462,0.543,8.1,26,D.Williams,RB,ARI,2022,True
00-0032211,short_week,receptions,7,0.714,0.346,0.426,8.1,81,T.Lockett,WR,LV,2025,True
00-0034521,slow_ref_crew,receptions,18,0.611,0.418,0.499,8.1,55,A.Lazard,WR,NYJ,2025,True
00-0038619,slow_ref_crew,receptions,12,0.75,0.5,0.581,8.1,32,A.Iosivas,WR,CIN,2025,True
00-0037838,late_season,td_any,16,0.5,0.293,0.374,8.1,41,I.Likely,TE,BAL,2025,True
00-0029604,fast_ref_crew,pass_yards,11,0.818,0.556,0.636,8.0,63,K.Cousins,QB,ATL,2025,True
00-0036326,turf,rec_yards,9,0.667,0.366,0.445,8.0,41,C.Claypool,WR,MIA,2023,True
00-0034419,late_season,rec_yards,15,0.667,0.455,0.534,8.0,44,B.Berrios,WR,HOU,2025,True
00-0036322,fast_ref_crew,rec_yards,14,0.643,0.421,0.501,8.0,76,J.Jefferson,WR,MIN,2025,True
00-0032392,slow_ref_crew,rec_yards,25,0.64,0.479,0.56,8.0,73,A.Hooper,TE,NE,2025,True
00-0031376,turf,rush_yards,10,0.7,0.421,0.501,8.0,38,J.McKinnon,RB,KC,2023,True
00-0036555,backup_qb,rush_yards,19,0.684,0.5,0.58,8.0,60,C.Hubbard,RB,CAR,2025,True
00-0032764,division_rematch,rush_yards,15,0.733,0.521,0.6,8.0,73,D.Henry,RB,BAL,2025,True
00-0033699,late_season,rush_yards,19,0.684,0.5,0.58,8.0,54,A.Ekeler,RB,WAS,2025,True
00-0032972,dome,receptions,10,0.8,0.52,0.6,8.0,25,D.Booker,RB,NYG,2021,True
00-0036613,big_favorite,receptions,14,0.714,0.492,0.572,8.0,63,J.Waddle,WR,MIA,2025,True
00-0032128,late_season,receptions,10,0.8,0.519,0.599,8.0,27,C.Conley,WR,SF,2024,True
00-0034419,late_season,receptions,15,0.6,0.386,0.466,8.0,44,B.Berrios,WR,HOU,2025,True
00-0033555,fast_ref_crew,receptions,17,0.647,0.45,0.53,8.0,60,M.Hollins,WR,NE,2025,True
00-0033893,dome,td_any,21,0.524,0.348,0.428,8.0,46,D.Cook,RB,DAL,2024,True
00-0029604,turf,pass_yards,41,0.683,0.556,0.635,7.9,63,K.Cousins,QB,ATL,2025,True
00-0037013,home,pass_yards,13,0.692,0.462,0.54,7.9,26,Z.Wilson,QB,MIA,2025,True
00-0030506,dome,rec_yards,13,0.692,0.462,0.54,7.9,78,T.Kelce,TE,KC,2025,True
00-0033857,backup_qb,rec_yards,7,0.714,0.351,0.43,7.9,57,J.Smith-Schuster,WR,KC,2025,True
00-0035631,division_rematch,rec_yards,10,0.7,0.422,0.502,7.9,45,D.Sample,TE,CIN,2025,True
00-0036754,fast_ref_crew,rec_yards,8,0.625,0.3,0.379,7.9,30,B.Wright,TE,DET,2025,True
00-0033280,dome,rush_yards,9,0.778,0.478,0.558,7.9,46,C.McCaffrey,RB,SF,2025,True
00-0034301,fast_ref_crew,rush_yards,6,0.833,0.423,0.502,7.9,26,D.Williams,RB,ARI,2022,True
00-0034681,fast_ref_crew,rush_yards,8,0.875,0.548,0.627,7.9,42,C.Edmonds,RB,TB,2023,True
00-0034775,dome,receptions,25,0.6,0.443,0.521,7.9,61,C.Kirk,WR,HOU,2025,True
00-0036268,grass,receptions,26,0.692,0.537,0.616,7.9,41,L.Shenault,WR,SEA,2024,True
00-0038573,home,receptions,10,0.8,0.524,0.603,7.9,21,D.Davis,WR,LAC,2025,True
00-0034383,backup_qb,receptions,21,0.667,0.494,0.573,7.9,79,D.Schultz,TE,HOU,2025,True
00-0036980,fast_ref_crew,receptions,12,0.667,0.423,0.502,7.9,52,E.Moore,WR,BUF,2025,True
00-0033280,slow_ref_crew,receptions,9,0.778,0.478,0.558,7.9,46,C.McCaffrey,RB,SF,2025,True
00-0033357,outdoor,td_any,7,0.714,0.353,0.432,7.9,17,T.Hill,QB,NO,2025,True
00-0033357,grass,td_any,7,0.714,0.353,0.432,7.9,17,T.Hill,QB,NO,2025,True
00-0036223,big_favorite,td_any,14,0.857,0.636,0.716,7.9,66,J.Taylor,RB,IND,2025,True
00-0033375,fast_ref_crew,td_any,15,0.467,0.255,0.335,7.9,47,T.Patrick,WR,JAX,2025,True
00-0039150,backup_qb,pass_yards,6,0.833,0.432,0.51,7.8,37,B.Young,QB,CAR,2025,True
00-0030564,turf,rec_yards,13,0.615,0.388,0.466,7.8,67,D.Hopkins,WR,BAL,2025,True
00-0033885,primetime,rec_yards,9,0.778,0.483,0.561,7.8,60,D.Njoku,TE,CLE,2025,True
00-0027685,backup_qb,rec_yards,7,0.857,0.5,0.578,7.8,22,E.Sanders,WR,BUF,2021,True
00-0036980,backup_qb,rec_yards,25,0.56,0.404,0.482,7.8,52,E.Moore,WR,BUF,2025,True
00-0039052,slow_ref_crew,rec_yards,6,0.833,0.429,0.507,7.8,21,T.Palmer,WR,TB,2024,True
00-0030513,home,rush_yards,24,0.625,0.467,0.544,7.8,45,L.Murray,RB,BUF,2023,True
00-0039875,fast_ref_crew,rush_yards,8,0.625,0.304,0.382,7.8,23,R.Davis,RB,BUF,2025,True
00-0037239,dome,receptions,27,0.593,0.442,0.52,7.8,43,C.Olave,WR,NO,2025,True
00-0031588,road,receptions,35,0.571,0.438,0.516,7.8,73,S.Diggs,WR,NE,2025,True
00-0035685,fast_ref_crew,receptions,18,0.722,0.535,0.613,7.8,71,D.Montgomery,RB,DET,2025,True
00-0031381,slow_ref_crew,receptions,23,0.609,0.446,0.524,7.8,74,D.Adams,WR,LA,2025,True
00-0031549,dome,td_any,18,0.444,0.259,0.336,7.8,58,N.Agholor,WR,BAL,2024,True
00-0036550,turf,td_any,7,0.571,0.213,0.291,7.8,47,R.Bateman,WR,BAL,2025,True
00-0031381,division_rematch,td_any,13,0.769,0.541,0.619,7.8,74,D.Adams,WR,LA,2025,True
00-0036550,division_rematch,td_any,7,0.571,0.213,0.291,7.8,47,R.Bateman,WR,BAL,2025,True
00-0036261,body_clock_1pmET_road,td_any,7,0.714,0.358,0.436,7.8,53,B.Aiyuk,WR,SF,2024,True
00-0036252,after_100yd_game,td_any,9,0.556,0.26,0.338,7.8,77,M.Pittman,WR,IND,2025,True
00-0034827,slow_ref_crew,td_any,21,0.476,0.305,0.383,7.8,82,D.Moore,WR,CHI,2025,True
00-0026498,slow_ref_crew,pass_yards,22,0.636,0.472,0.549,7.7,72,M.Stafford,QB,LA,2025,True
00-0033921,day_game,rec_yards,43,0.605,0.482,0.56,7.7,56,C.Godwin,WR,TB,2025,True
00-0036261,day_game,rec_yards,39,0.692,0.566,0.643,7.7,53,B.Aiyuk,WR,SF,2024,True
00-0031408,home,rec_yards,33,0.576,0.441,0.518,7.7,68,M.Evans,WR,TB,2025,True
00-0034983,big_underdog,rec_yards,11,0.636,0.383,0.46,7.7,47,H.Renfrow,WR,CAR,2025,True
00-0036158,late_season,rush_yards,10,0.8,0.529,0.607,7.7,34,J.Dobbins,RB,DEN,2025,True
00-0033699,fast_ref_crew,rush_yards,14,0.714,0.5,0.577,7.7,54,A.Ekeler,RB,WAS,2025,True
00-0035250,fast_ref_crew,rush_yards,14,0.714,0.5,0.577,7.7,80,D.Singletary,RB,NYG,2025,True
00-0037666,grass,receptions,13,0.538,0.312,0.39,7.7,32,J.Tolbert,WR,DAL,2025,True
00-0028002,home,receptions,18,0.667,0.484,0.56,7.7,31,R.Cobb,WR,NYJ,2023,True
00-0039880,road,receptions,11,0.818,0.565,0.643,7.7,23,M.Washington,WR,MIA,2025,True
00-0036554,division_rematch,receptions,10,0.7,0.431,0.508,7.7,51,N.Collins,WR,HOU,2025,True
00-0033681,fast_ref_crew,receptions,6,0.833,0.433,0.511,7.7,30,K.Cole,WR,LV,2022,True
00-0036322,fast_ref_crew,receptions,14,0.714,0.5,0.577,7.7,76,J.Jefferson,WR,MIN,2025,True
00-0027685,grass,td_any,8,0.5,0.182,0.259,7.7,22,E.Sanders,WR,BUF,2021,True
00-0037666,road,td_any,17,0.471,0.281,0.358,7.7,32,J.Tolbert,WR,DAL,2025,True
00-0034829,backup_qb,td_any,24,0.333,0.176,0.253,7.7,74,M.Gesicki,TE,CIN,2025,True
00-0036442,dome,pass_yards,7,0.857,0.508,0.585,7.6,59,J.Burrow,QB,CIN,2025,True
00-0035289,backup_qb,pass_yards,9,0.667,0.379,0.455,7.6,29,G.Minshew,QB,KC,2025,True
00-0030431,short_week,rec_yards,6,0.833,0.442,0.518,7.6,52,R.Woods,WR,HOU,2024,True
00-0035624,dome,receptions,7,0.714,0.368,0.444,7.6,19,N.Harry,WR,CHI,2022,True
00-0033943,home,receptions,26,0.577,0.429,0.504,7.6,49,J.Reynolds,WR,NYJ,2025,True
00-0039075,home,receptions,18,0.667,0.486,0.561,7.6,35,P.Nacua,WR,LA,2025,True
00-0036427,big_favorite,receptions,13,0.692,0.471,0.546,7.6,34,T.Johnson,WR,NYJ,2025,True
00-0035208,division_rematch,receptions,10,0.7,0.435,0.511,7.6,62,O.Zaccheaus,WR,CHI,2025,True
00-0032918,late_season,receptions,15,0.733,0.531,0.607,7.6,32,C.Ham,RB,MIN,2025,True
00-0035217,fast_ref_crew,receptions,6,0.667,0.273,0.349,7.6,22,B.Snell,RB,PIT,2022,True
00-0034837,dome,td_any,17,0.471,0.283,0.359,7.6,46,C.Ridley,WR,TEN,2025,True
00-0031544,home,td_any,30,0.5,0.361,0.437,7.6,61,A.Cooper,WR,BUF,2024,True
00-0033895,big_favorite,td_any,8,0.5,0.185,0.262,7.6,54,G.Everett,TE,CHI,2024,True
00-0034383,division_rematch,td_any,12,0.5,0.266,0.342,7.6,79,D.Schultz,TE,HOU,2025,True
